"D","X","Y"
1,-12.2032385849081,188.680251599918
1,-22.6693864686098,992.709954894228
1,6.84715835481135,75.3221182036227
1,-7.37972310764238,48.2805163270677
0,33.3073330557046,-572.230888649367
0,-1.62945463318991,-6.24319001846886
0,2.20455784800858,14.9652174295651
1,10.7621081167933,118.022089193207
1,-19.4896295191532,662.418400956719
1,-0.337513527639089,8.72133282047331
0,-19.9849284588448,699.079773094942
0,-12.3478039956797,185.735521020868
1,10.4630371767861,115.028908099407
0,-0.464948181417541,-2.07027053834242
0,4.03642765259537,33.0317917035622
0,7.67454660414003,73.6041829871737
0,8.67101501944608,85.7832219329088
0,-12.5458114899502,193.654900038791
0,-1.57797989663033,-5.71719751308716
1,-3.12316779697817,6.24197401154234
0,4.1302086839955,34.5262223913114
0,5.64256260947448,50.7813355191398
1,9.26065952100765,102.375937205722
1,-2.1510221515824,4.53437490683602
1,2.4161530016541,27.0549457167044
0,2.24292050515328,15.9568775059851
1,9.86409140414589,108.361711582672
1,-2.23362837233043,4.44235195608867
0,-3.67533956550453,-1.49827791099447
0,-17.6702030593096,499.312839190346
1,0.164621241233446,10.4774206763517
0,8.34871997278262,82.9270551518408
0,-5.87200511162141,15.3059344791153
1,-1.58932402586232,5.23072989971625
0,21.1412883607947,80.2377967239517
0,6.45411052385317,60.2452452798083
1,-1.123199556304,6.1546003197146
1,13.8544828285913,138.202506461243
1,7.53798963944274,82.1349299162038
0,-0.537539387180274,-1.68949778590881
1,23.2746303485883,36.6450126457245
0,-1.87706479444224,-5.69534078847086
1,2.98757844939332,31.7557750869601
1,21.1037814936148,91.0576308992872
0,16.2145571560741,130.74642116578
0,20.930679948022,84.7112602165467
0,-6.92235927933616,28.8148825221431
0,-22.8719811086647,1007.35320331575
0,-16.5560167487048,418.856453133901
1,7.69509417915171,85.0864663732134
1,-2.712225866423,5.31263854042157
1,1.66790322625713,21.1731007131924
0,3.77367067760518,30.0548867532243
0,11.5771800072853,113.610924048523
1,15.9864999962659,140.675463176202
0,21.1850393063946,78.8299127978075
1,-8.87459869507986,79.1185041765856
0,12.1603338663365,118.774718179047
0,6.77225304631589,63.8610306090318
0,-7.26376907647536,36.0902780557545
1,3.12843941668527,34.5939340689322
0,0.652135747816625,3.57501850127362
1,-4.30627211085828,10.7608111639686
1,7.18855462766129,78.7825218237236
1,-6.02944499856328,26.8987695544829
0,-6.81623201308383,27.6463652671541
1,1.62837278146516,20.0186282713075
0,-2.87274315226277,-5.5498327898374
1,-8.2602716734611,64.6543693345201
1,15.9835918459911,141.589184917163
1,10.3669024580683,114.483613472181
1,-1.2989626381775,5.31177655221863
0,5.34802256130939,47.6828627172769
0,-12.0725318929326,173.256542553819
0,6.2876731504835,58.0293280062559
1,7.76164732804108,84.8225146329158
1,14.3622387908971,139.621282783448
1,6.75539637979171,74.9105902423068
1,-13.4714748839026,245.600528000678
0,0.554687978896238,3.37833116442569
1,8.80062090936777,97.2375955222385
1,-11.5020156979313,160.202985699233
0,2.45102444487368,18.6991409445561
0,-3.0734853595201,-3.85229092057671
0,7.31364566537447,71.2600395486978
